OBJECTID,POP1990,POP2000,ALLCRASH,FCRASH,MACRASH,MICRASH,POCRASH,PDOCRASH,TPROPDMG,ALLINJS,TFATALITY,TMAJINJ,TMININJ,TPOSSINJ,TUNKINJ,ALCDRUGCR,ALCDRUGFCR,ALCDRUGMCR,ALCDRUGFAT,ALCDRUGMAJ,ALCDRUGINJ,ALCDRUGFI,ALCOCR,ALCOFCR,ALCOMCR,ALCOFAT,ALCOMAJ,ALCOINJ,ALCOFI,MOTOCR,MOTOFCR,MOTOMCR,MOTOFAT,MOTOMAJ,MOTOINJ,MOTOFI,PEDCR,PEDFCR,PEDMCR,PEDFAT,PEDMAJ,PEDINJ,PEDFI,BIKECR,BIKEFCR,BIKEMCR,BIKEFAT,BIKEMAJ,BIKEINJ,BIKEFI,SBUSCR,SBUSFCR,SBUSMCR,SBUSFAT,SBUSMAJ,SBUSINJ,SBUSFI,NBUSCR,NBUSFCR,NBUSMCR,NBUSFAT,NBUSMAJ,NBUSINJ,NBUSFI,TRKCR,TRKFCR,TRKMCR,TRKFAT,TRKMAJ,TRKINJ,TRKFI,HTRKCR,HTRKFCR,HTRKMCR,HTRKFAT,HTRKMAJ,HTRKINJ,HTRKFI,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,YEAR,COUNTY,COUNTYNAME,POP2010
50,10756,10381,204,2,8,34,33,127,932787,121,2,12,56,53,0,7,0,2,0,3,5,5,2,0,0,0,0,2,2,7,0,2,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1,0,19,20,15,1,0,1,0,16,17,19,28,18,9,9,17,13,10,9,23,17,32,5,2,7,11,19,22,25,25,31,23,21,10,2001,46,Humboldt,0
51,74252,79981,1421,11,49,197,215,949,6084058,736,13,63,308,333,32,64,7,7,7,13,69,76,34,6,0,6,4,39,45,22,0,3,0,4,22,22,4,0,0,0,0,4,4,15,0,2,0,2,15,15,2,0,0,0,0,2,2,5,0,0,0,0,5,5,72,2,6,2,9,81,83,51,2,3,2,6,62,64,106,123,87,84,127,95,121,105,145,132,153,143,51,29,31,97,115,127,182,212,261,146,97,63,2001,85,Story,0
52,11364,10704,323,4,7,47,46,219,1275248,152,4,11,68,68,5,10,1,0,1,0,11,12,5,1,0,1,0,6,7,2,0,0,0,0,2,2,1,0,0,0,0,1,1,3,0,0,0,0,3,3,1,0,0,0,0,1,1,2,0,0,0,0,2,2,30,3,2,3,4,32,35,25,3,1,3,3,27,30,37,57,28,19,28,13,20,20,20,31,27,23,10,6,8,31,24,22,34,34,45,35,38,32,2001,35,Franklin,0
53,42614,42351,758,6,16,53,93,590,2406591,238,6,25,82,108,23,35,2,1,2,1,44,46,13,2,1,2,1,16,18,11,1,2,1,2,12,13,9,0,3,0,3,6,6,3,0,0,0,0,3,3,3,0,0,0,0,3,3,2,0,0,0,0,2,2,62,1,0,1,0,69,70,44,1,0,1,0,49,50,31,34,23,38,104,72,59,69,61,88,109,70,25,18,25,52,58,70,69,121,115,80,61,55,2001,29,Des Moines,0
54,14269,14334,239,5,6,25,27,176,922952,84,5,9,36,36,3,12,2,0,2,2,15,17,7,1,0,1,1,8,9,5,0,1,0,2,7,7,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,31,1,1,1,1,31,32,24,1,1,1,1,24,25,32,40,20,10,16,21,7,20,11,16,25,21,4,6,4,13,24,26,26,28,23,23,37,23,2001,99,Wright,0
55,25186,26224,494,5,28,59,72,330,2067302,240,5,34,91,105,10,16,2,3,2,5,15,17,7,1,0,1,0,7,8,9,0,2,0,3,8,8,5,0,1,0,1,4,4,6,0,1,0,1,5,5,1,0,0,0,0,1,1,2,0,0,0,0,2,2,17,1,3,1,5,18,19,10,0,1,0,2,10,10,36,58,33,28,26,42,33,42,45,63,52,36,12,7,16,44,36,59,48,71,72,46,50,27,2001,8,Boone,0
56,12638,12100,173,2,10,27,21,113,973309,97,3,13,46,36,2,8,0,1,0,2,9,9,4,0,1,0,2,5,5,2,1,0,1,0,2,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,0,0,15,15,7,0,0,0,0,9,9,23,35,7,2,8,10,8,18,21,18,14,9,4,6,5,12,17,11,19,32,34,18,11,3,2001,41,Hancock,0
57,46733,46447,1130,4,16,103,193,814,4298774,465,4,20,132,285,28,41,1,2,1,6,48,49,24,0,0,0,0,32,32,8,0,0,0,0,8,8,5,2,0,2,0,5,7,6,0,0,0,0,6,6,1,0,0,0,0,1,1,6,0,0,0,0,6,6,64,1,1,1,1,76,77,45,1,1,1,1,56,57,110,78,36,66,107,94,98,99,89,105,129,119,36,29,25,66,83,111,151,194,178,115,85,52,2001,17,Cerro Gordo,0
58,12122,11723,126,2,7,16,16,85,576407,69,2,10,30,27,2,6,1,0,1,0,10,11,4,1,0,1,0,8,9,3,0,1,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,5,0,0,0,0,5,5,16,12,15,8,9,10,9,8,9,7,12,11,4,4,2,7,11,10,11,25,19,9,10,11,2001,95,Winnebago,0
59,18591,17163,223,4,8,36,40,135,1259104,135,4,10,61,61,3,10,1,2,1,2,11,12,9,1,1,1,1,11,12,7,1,0,1,1,9,10,1,1,0,1,0,3,4,3,0,2,0,2,1,1,3,0,0,0,0,5,5,0,0,0,0,0,0,0,19,0,0,0,0,20,20,11,0,0,0,0,12,12,35,27,16,12,14,16,22,12,18,18,14,19,6,8,6,15,26,14,29,27,31,14,24,18,2001,55,Kossuth,0
98,20847,21310,546,5,13,70,74,384,2342963,239,6,17,103,112,7,28,3,3,4,6,38,42,21,2,3,2,5,25,27,6,0,3,0,3,3,3,3,0,0,0,0,3,3,1,0,0,0,0,1,1,2,0,0,0,0,2,2,1,0,1,0,1,0,0,26,0,0,0,0,31,31,18,0,0,0,0,20,20,39,47,36,28,34,39,58,37,42,52,76,58,34,20,34,52,39,42,52,45,71,54,54,43,2001,96,Winneshiek,0
99,13295,13095,210,1,7,22,22,158,854158,72,1,9,32,31,0,9,1,1,1,2,12,13,5,1,0,1,0,5,6,3,0,1,0,2,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,23,1,2,1,2,22,23,18,1,1,1,1,17,18,13,18,15,10,17,26,17,13,17,14,25,25,7,4,7,14,22,13,32,21,27,20,22,17,2001,19,Chickasaw,0
100,16870,16976,277,1,9,22,39,206,1021998,104,1,16,27,50,11,6,0,1,0,1,5,5,3,0,0,0,0,3,3,3,0,1,0,1,3,3,1,0,0,0,0,1,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,5,0,0,0,0,5,5,31,17,18,17,22,21,24,20,18,24,30,35,11,4,10,24,20,22,19,31,37,29,41,23,2002,73,Page,0
101,150973,158668,3841,17,95,537,835,2357,17446428,2199,18,108,721,1323,47,219,7,17,7,19,258,265,174,6,11,6,12,213,219,58,5,11,5,12,59,64,39,1,7,1,7,36,37,25,0,1,0,1,26,26,7,0,0,0,0,9,9,11,0,0,0,0,12,12,235,2,7,3,8,261,264,158,2,6,3,7,174,177,362,313,305,287,334,359,286,283,281,373,360,298,139,116,80,251,277,374,462,701,615,365,238,197,2002,82,Scott,0
102,39907,41722,691,4,34,82,121,450,2936168,328,4,42,110,169,7,45,3,7,3,11,43,46,36,3,4,3,7,34,37,12,1,3,1,3,15,16,3,1,0,1,0,3,4,8,0,2,0,2,6,6,3,0,0,0,0,3,3,3,0,0,0,0,4,4,46,0,0,0,0,49,49,30,0,0,0,0,31,31,71,54,51,47,64,56,52,46,48,57,85,60,22,29,29,56,66,57,79,91,90,62,54,44,2002,70,Muscatine,0
103,38687,38052,563,6,19,69,78,391,2049445,236,6,26,88,119,3,27,4,2,4,4,31,35,22,4,2,4,4,24,28,7,0,1,0,1,6,6,9,1,2,1,3,9,10,2,0,0,0,0,3,3,1,0,0,0,0,1,1,1,1,0,1,0,2,3,46,0,3,0,4,49,49,31,0,2,0,3,34,34,59,35,40,35,58,46,49,34,47,61,60,39,27,15,11,33,43,60,66,93,70,60,46,31,2002,56,Lee,0
104,11592,12183,213,3,7,20,17,166,812126,64,6,7,24,26,7,13,3,1,6,1,17,23,12,3,1,6,1,16,22,4,0,1,0,1,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,7,7,5,0,1,0,1,6,6,14,14,21,19,17,17,15,14,16,13,29,24,14,11,14,22,18,20,18,17,21,26,19,12,2002,58,Louisa,0
105,96119,111006,2365,10,57,220,335,1743,10255642,875,12,76,302,483,14,80,5,10,7,17,95,102,67,3,7,5,12,79,84,31,0,8,0,10,28,28,29,1,4,1,4,27,28,25,0,0,0,0,25,25,8,0,0,0,0,8,8,22,0,0,0,0,24,24,134,1,3,1,3,144,145,85,0,3,0,3,93,93,189,170,194,158,210,183,181,175,206,246,225,228,52,50,44,176,227,216,290,387,397,249,157,98,2002,52,Johnson,0
106,19612,20670,386,5,17,35,59,270,1644295,156,6,22,45,84,5,11,2,2,2,3,12,14,6,2,1,2,1,7,9,5,0,0,0,0,5,5,4,0,1,0,1,3,3,2,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,1,2,3,32,34,23,1,1,2,3,26,28,37,20,25,23,32,32,26,22,37,30,60,42,7,10,12,36,41,33,31,42,53,59,36,24,2002,92,Washington,0
70,15731,15305,161,3,10,22,13,113,687746,64,3,10,32,22,0,6,2,0,2,0,6,8,5,2,0,2,0,5,7,4,1,2,1,2,2,3,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1,15,15,9,0,1,0,1,14,14,12,13,8,9,9,14,17,18,13,18,16,14,4,5,2,11,14,17,17,17,21,20,21,10,2001,12,Butler,0
71,17058,16900,400,3,3,25,41,328,1303842,88,3,4,27,55,2,6,0,1,0,1,5,5,3,0,0,0,0,3,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,2,3,0,0,0,0,3,3,34,1,0,1,0,35,36,27,1,0,1,0,28,29,28,30,31,18,39,33,20,34,21,31,54,61,14,16,15,22,30,38,42,39,55,47,42,32,2001,34,Floyd,0
72,35696,36051,644,1,24,82,131,406,2304651,356,1,29,119,193,15,35,0,4,0,5,37,37,21,0,2,0,2,24,24,8,0,1,0,1,7,7,5,0,1,0,1,4,4,3,0,2,0,2,3,3,1,0,0,0,0,1,1,2,0,0,0,0,2,2,40,1,3,1,4,40,41,30,1,3,1,4,29,30,52,53,42,46,59,53,33,42,52,68,84,60,19,9,9,46,40,76,77,95,91,100,46,33,2001,90,Wapello,0
73,7676,7809,182,1,8,14,11,148,478800,42,1,9,20,13,0,4,0,0,0,0,6,6,3,0,0,0,0,5,5,1,0,1,0,1,0,0,3,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,1,1,13,17,23,9,9,11,13,7,13,17,23,27,8,4,14,17,8,13,2,6,29,33,29,14,2001,89,Van Buren,0
74,17419,18103,351,6,7,42,43,253,1392904,158,11,9,69,72,8,19,2,1,2,1,24,26,11,2,1,2,1,16,18,4,1,1,2,1,4,6,1,0,1,0,1,0,0,2,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,19,1,0,1,1,23,24,10,0,0,0,0,12,12,36,40,22,21,18,30,22,24,28,36,41,33,17,13,21,25,26,32,21,43,50,42,35,24,2001,86,Tama,0
75,168767,191701,3579,9,89,462,623,2396,13269505,1714,11,109,641,891,73,123,5,5,7,11,136,143,75,4,3,5,6,80,85,47,1,12,1,12,44,45,19,0,5,0,5,17,17,16,0,3,0,3,16,16,8,0,0,0,0,8,8,16,0,1,0,1,15,15,153,0,6,0,7,167,167,115,0,3,0,4,122,122,239,291,184,245,357,311,275,329,290,370,340,348,89,58,57,293,253,390,473,524,675,366,205,166,2001,57,Linn,0
76,22429,25308,341,3,30,44,53,211,1733902,199,3,37,67,89,6,17,2,0,2,0,31,33,9,2,0,2,0,15,17,6,2,2,2,2,5,7,2,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,24,0,4,0,5,20,20,18,0,3,0,4,15,15,23,31,15,17,22,34,35,38,21,27,41,37,14,5,6,27,31,28,38,49,53,39,25,23,2001,6,Benton,0
77,51040,50149,1287,9,35,130,208,905,4386853,583,9,38,205,331,9,51,1,5,1,7,58,59,35,1,2,1,3,40,41,17,1,3,1,3,16,17,9,2,1,2,1,9,11,14,0,2,0,2,12,12,4,0,0,0,0,4,4,6,0,0,0,0,7,7,85,0,3,0,4,93,93,69,0,2,0,3,78,78,90,78,95,98,110,127,92,110,106,108,152,121,56,36,30,70,93,116,149,184,201,134,117,87,2001,23,Clinton,0
78,19444,20221,301,2,13,27,51,208,1233411,125,3,15,37,71,2,13,0,4,0,4,10,10,8,0,2,0,2,7,7,1,1,0,1,0,1,2,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,10,12,23,0,3,0,3,20,20,18,0,3,0,3,15,15,25,19,11,21,32,28,30,16,28,23,29,39,21,7,15,25,21,27,18,31,46,51,24,13,2001,53,Jones,0
79,19950,20296,257,5,9,37,50,156,1059590,155,5,14,63,74,4,19,4,1,4,4,27,31,13,4,1,4,4,21,25,8,1,2,1,2,9,10,4,1,1,1,1,5,6,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,14,10,0,0,0,0,11,11,33,12,14,11,26,23,26,30,26,13,23,20,13,12,5,11,22,27,17,32,46,35,22,15,2001,49,Jackson,0
80,19054,18678,407,2,12,43,40,310,1449173,137,2,12,57,63,5,26,2,3,2,3,27,29,16,2,2,2,2,15,17,7,0,3,0,3,8,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,13,0,0,0,0,15,15,10,0,0,0,0,12,12,34,38,23,26,34,28,36,24,29,36,51,48,17,14,19,32,28,26,35,40,57,49,52,32,2001,22,Clayton,0
81,86403,89143,1574,5,27,229,275,1038,6126552,818,5,35,334,425,24,80,2,4,2,5,106,108,42,2,2,2,2,54,56,29,1,1,1,1,36,37,17,0,3,0,3,18,18,14,0,1,0,1,14,14,6,0,0,0,0,6,6,8,0,0,0,0,8,8,113,1,0,1,0,136,137,86,1,0,1,0,105,106,75,83,97,102,143,137,141,151,134,167,157,187,46,41,43,106,121,144,208,260,251,124,124,94,2001,31,Dubuque,0
82,8114,8016,141,4,6,17,16,98,782634,59,6,7,27,23,2,4,1,0,3,1,6,9,4,1,0,3,1,6,9,2,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0,2,0,2,15,15,10,0,1,0,1,10,10,6,13,11,6,10,16,14,7,10,23,13,12,4,9,2,15,7,12,10,12,17,22,22,8,2001,68,Monroe,0
83,30001,32052,507,2,13,60,79,353,1871581,223,2,15,87,100,21,26,0,3,0,5,33,33,17,0,1,0,1,23,23,8,0,1,0,1,7,7,6,0,1,0,1,8,8,6,0,1,0,1,6,6,2,0,0,0,0,2,2,0,0,0,0,0,0,0,25,1,0,1,0,25,26,17,0,0,0,0,17,17,34,27,22,21,45,62,39,41,43,54,61,58,26,17,15,37,35,34,63,52,78,54,52,38,2001,63,Marion,0
84,34795,37213,563,3,23,69,90,378,3244964,256,3,26,100,114,16,29,0,7,0,7,28,28,13,0,3,0,3,13,13,5,0,2,0,2,4,4,4,0,1,0,1,3,3,3,1,0,1,0,3,4,2,0,0,0,0,2,2,0,0,0,0,0,0,0,55,0,2,0,3,56,56,47,0,2,0,3,47,47,44,38,43,32,43,49,48,44,48,62,55,57,24,12,27,37,33,37,59,81,97,62,60,29,2001,50,Jasper,0
85,38276,39311,813,6,22,108,114,563,3325360,407,12,33,171,193,10,42,3,6,7,10,53,60,22,2,1,6,3,31,37,8,0,3,0,3,7,7,4,0,0,0,0,4,4,6,0,2,0,2,4,4,2,0,0,0,0,2,2,2,0,0,0,0,2,2,43,1,2,2,2,45,47,29,1,1,2,1,29,31,64,70,44,52,73,61,61,50,82,76,103,77,22,20,14,41,57,62,99,151,153,82,69,37,2001,64,Marshall,0
86,13743,13721,214,1,8,19,34,152,738384,107,3,12,35,50,10,8,1,0,3,0,10,13,6,1,0,3,0,8,11,2,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,16,0,0,0,0,18,18,12,0,0,0,0,12,12,6,4,6,3,5,15,25,23,24,32,40,31,11,7,4,13,12,14,20,21,35,28,23,24,2001,4,Appanoose,0
87,19094,18812,310,2,7,54,38,209,1029788,143,2,8,73,59,3,11,1,0,1,0,13,14,7,0,0,0,0,8,8,3,0,0,0,0,4,4,3,0,1,0,1,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,1,0,22,23,13,1,0,1,0,13,14,34,26,25,14,26,22,16,24,27,34,32,30,12,6,8,20,24,33,31,46,45,30,31,19,2001,42,Hardin,0
88,21843,22008,358,2,17,47,44,248,1459377,158,2,17,68,64,9,29,0,2,0,2,32,32,19,0,1,0,1,23,23,8,0,5,0,5,3,3,3,0,1,0,1,2,2,4,0,0,0,0,6,6,2,0,1,0,1,3,3,0,0,0,0,0,0,0,19,1,0,1,0,21,22,14,0,0,0,0,14,14,22,20,22,22,40,26,26,32,33,34,49,32,21,11,16,35,26,31,27,45,47,48,29,19,2001,33,Fayette,0
89,9809,9932,184,2,4,17,23,138,567785,62,2,4,25,26,7,10,1,1,1,1,13,14,6,1,0,1,0,10,11,4,0,1,0,1,4,4,2,0,1,0,1,2,2,2,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11,1,0,1,0,11,12,11,1,0,1,0,11,12,19,11,13,9,14,16,20,13,11,19,24,15,11,7,6,16,15,15,15,20,22,22,22,12,2001,45,Howard,0
90,22813,23325,416,2,13,62,53,286,1618505,191,2,14,88,82,7,16,1,2,1,2,14,15,8,1,1,1,1,7,8,4,0,2,0,2,3,3,2,0,0,0,0,2,2,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2,0,2,33,33,16,0,0,0,0,18,18,42,40,26,20,21,37,29,30,34,38,54,45,15,10,9,37,43,28,34,60,68,48,30,31,2001,9,Bremer,0
91,20844,21093,372,1,18,43,61,249,1340240,192,2,20,72,95,5,17,0,1,0,1,17,17,9,0,0,0,0,10,10,6,0,2,0,2,5,5,2,0,0,0,0,2,2,3,0,2,0,2,1,1,3,0,0,0,0,5,5,1,0,0,0,0,1,1,23,0,2,0,2,22,22,13,0,1,0,1,12,12,44,36,21,21,30,32,17,23,28,33,53,34,16,8,14,22,28,31,33,52,61,51,40,13,2001,10,Buchanan,0
92,123798,128012,1951,11,96,290,411,1143,8144733,1246,12,119,425,675,27,95,4,18,4,22,117,121,55,2,9,2,11,73,75,32,1,13,1,16,27,28,40,0,8,0,9,39,39,14,0,2,0,2,13,13,7,0,1,0,1,9,9,5,0,1,0,1,7,7,84,3,6,3,8,93,96,59,1,3,1,3,62,63,184,177,100,144,162,147,142,172,146,181,194,202,65,48,41,151,163,199,264,297,317,172,113,99,2001,7,Black Hawk,0
93,18035,18404,346,4,6,35,48,253,1473050,136,4,8,50,76,2,13,2,1,2,1,16,18,7,1,0,1,0,9,10,5,1,1,1,1,5,6,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,1,2,2,27,29,13,0,1,0,2,14,14,37,24,18,22,26,24,16,18,29,35,54,43,12,12,20,32,24,17,33,32,54,49,32,26,2001,28,Delaware,0
94,12029,12369,146,0,8,20,23,95,661788,73,0,10,29,31,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,1,0,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,1,0,1,6,6,5,0,1,0,1,4,4,12,7,6,2,10,19,12,14,13,20,22,9,4,2,5,15,15,11,11,19,18,20,17,9,2001,38,Grundy,0
95,7991,7909,142,2,5,18,18,99,801015,64,2,7,31,23,3,9,0,2,0,2,7,7,2,0,0,0,0,2,2,2,0,0,0,0,2,2,2,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,18,0,1,0,1,20,20,17,0,1,0,1,19,19,20,17,13,6,9,8,10,6,8,14,15,16,8,7,9,22,8,7,10,16,10,23,13,8,2001,98,Worth,0
96,10928,10874,126,2,6,19,14,85,527218,69,2,9,32,26,2,3,1,0,1,0,5,6,3,1,0,1,0,5,6,4,0,1,0,1,5,5,1,0,0,0,0,2,2,1,0,1,0,1,0,0,2,0,0,0,0,5,5,0,0,0,0,0,0,0,9,0,0,0,0,10,10,8,0,0,0,0,9,9,10,15,10,14,5,9,10,12,4,10,12,15,6,3,3,14,11,15,13,15,15,17,6,7,2001,66,Mitchell,0
97,13855,14675,244,2,6,33,31,172,927046,99,2,11,44,41,3,11,2,0,2,1,13,15,5,1,0,1,1,5,6,4,0,0,0,0,4,4,3,0,1,0,1,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,14,6,0,0,0,0,6,6,18,17,18,15,18,22,23,14,20,16,25,38,13,8,9,15,19,19,22,29,27,37,25,19,2001,3,Allamakee,0
107,13202,14547,313,1,12,19,61,220,1341862,136,1,15,33,67,21,16,0,1,0,1,16,16,16,0,1,0,1,16,16,6,0,1,0,1,5,5,3,0,0,0,0,3,3,1,0,0,0,0,1,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,18,0,1,0,2,21,21,14,0,0,0,0,14,14,31,25,25,24,29,24,19,22,27,26,28,33,25,12,18,23,21,22,16,31,33,45,32,27,2002,65,Mills,0
108,8226,8010,209,1,14,31,26,137,1049451,115,1,19,50,34,12,11,0,4,0,6,12,12,5,0,2,0,4,6,6,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,25,25,24,0,0,0,0,25,25,30,19,23,21,16,14,17,10,13,13,11,22,4,15,10,19,19,7,11,21,33,27,21,18,2002,36,Fremont,0
109,82628,87704,2021,16,78,249,389,1289,10872020,1045,18,96,342,580,27,98,7,10,7,14,100,107,73,7,7,7,11,77,84,31,1,7,1,8,29,30,21,0,6,0,6,19,19,11,0,1,0,1,10,10,7,0,0,0,0,8,8,1,0,0,0,0,1,1,192,3,17,3,22,193,196,139,2,15,2,20,140,142,168,148,161,178,191,170,157,160,159,212,181,136,90,87,51,139,145,168,218,309,297,219,157,118,2002,78,Pottawattamie,0
110,14730,15666,320,3,8,34,49,226,1592275,144,4,8,46,77,13,12,2,2,2,2,11,13,8,2,0,2,0,9,11,6,1,1,2,1,8,10,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,34,34,27,0,0,0,0,29,29,22,22,35,28,22,34,23,14,24,19,49,28,9,16,15,22,26,31,28,29,39,37,35,28,2002,43,Harrison,0
111,29903,31589,412,4,19,49,72,268,2033138,203,4,23,69,97,14,21,1,3,1,4,23,24,15,0,3,0,4,14,14,4,0,2,0,2,2,2,1,0,0,0,0,1,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,35,1,1,1,1,39,40,20,1,0,1,0,22,23,34,26,35,34,38,33,30,28,35,41,50,28,9,12,8,36,41,29,53,63,56,40,33,28,2002,84,Sioux,0
112,11952,11763,161,0,7,27,17,110,966469,84,0,8,41,34,1,6,0,0,0,0,9,9,5,0,0,0,0,8,8,3,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,1,17,17,9,0,1,0,1,11,11,16,6,16,9,7,16,14,12,9,12,20,24,9,10,6,13,11,12,12,14,23,17,15,17,2002,60,Lyon,0
113,23388,24849,426,2,19,64,72,269,2238767,223,2,25,84,109,5,18,0,2,0,2,17,17,14,0,2,0,2,13,13,8,1,2,1,2,7,8,2,0,1,0,1,1,1,2,0,1,0,1,1,1,3,0,0,0,0,4,4,0,0,0,0,0,0,0,27,1,2,1,7,32,33,20,0,2,0,2,21,21,31,30,51,29,26,38,27,32,33,50,39,40,15,5,12,29,36,46,51,59,68,53,29,22,2002,75,Plymouth,0
114,36033,40671,686,1,22,57,83,523,3765040,230,1,25,71,111,23,33,1,3,1,4,32,33,23,0,1,0,1,22,22,10,1,2,1,2,10,11,3,0,1,0,1,2,2,2,0,0,0,0,2,2,2,0,0,0,0,2,2,2,0,0,0,0,2,2,30,0,3,0,3,30,30,21,0,1,0,1,22,22,57,47,73,53,70,60,36,33,33,53,96,75,25,17,21,82,48,47,58,74,110,80,67,52,2002,91,Warren,0
115,327140,374601,9901,28,272,1062,1840,6699,44832823,4560,31,325,1441,2648,146,395,8,26,8,33,451,459,273,5,18,5,23,308,313,114,3,24,4,26,104,108,117,3,17,3,18,107,110,72,0,9,0,9,64,64,27,1,1,1,1,29,30,18,0,0,0,0,18,18,571,4,25,5,32,605,610,342,2,15,3,21,356,359,828,704,746,799,873,858,824,878,828,965,777,821,321,232,144,867,784,883,1211,1479,1816,938,639,449,2002,77,Polk,0
116,7334,6830,96,1,2,24,13,56,444818,60,1,2,32,26,0,5,1,0,1,0,8,9,2,1,0,1,0,2,3,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,7,3,0,0,0,0,6,6,7,9,11,6,5,7,3,7,11,10,12,8,5,2,3,10,7,2,8,17,12,6,12,10,2002,5,Audubon,0
117,10935,11353,114,1,0,17,20,76,586909,47,1,0,21,25,1,8,0,0,0,0,8,8,7,0,0,0,0,7,7,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,12,1,0,1,0,13,14,9,0,0,0,0,9,9,15,8,5,9,8,9,6,10,7,10,12,15,8,3,1,8,11,6,14,9,17,10,13,13,2002,39,Guthrie,0
118,10034,10020,217,6,8,30,39,134,1117016,106,7,14,41,50,1,8,0,2,0,2,7,7,8,0,2,0,2,7,7,2,1,0,1,0,2,3,2,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,1,18,18,14,0,0,0,0,15,15,7,15,19,11,26,21,16,15,21,13,26,27,15,7,9,10,16,16,21,24,26,22,24,24,2002,67,Monona,0
