OBJECTID,POP1990,POP2000,ALLCRASH,FCRASH,MACRASH,MICRASH,POCRASH,PDOCRASH,TPROPDMG,ALLINJS,TFATALITY,TMAJINJ,TMININJ,TPOSSINJ,TUNKINJ,ALCDRUGCR,ALCDRUGFCR,ALCDRUGMCR,ALCDRUGFAT,ALCDRUGMAJ,ALCDRUGINJ,ALCDRUGFI,ALCOCR,ALCOFCR,ALCOMCR,ALCOFAT,ALCOMAJ,ALCOINJ,ALCOFI,MOTOCR,MOTOFCR,MOTOMCR,MOTOFAT,MOTOMAJ,MOTOINJ,MOTOFI,PEDCR,PEDFCR,PEDMCR,PEDFAT,PEDMAJ,PEDINJ,PEDFI,BIKECR,BIKEFCR,BIKEMCR,BIKEFAT,BIKEMAJ,BIKEINJ,BIKEFI,SBUSCR,SBUSFCR,SBUSMCR,SBUSFAT,SBUSMAJ,SBUSINJ,SBUSFI,NBUSCR,NBUSFCR,NBUSMCR,NBUSFAT,NBUSMAJ,NBUSINJ,NBUSFI,TRKCR,TRKFCR,TRKMCR,TRKFAT,TRKMAJ,TRKINJ,TRKFI,HTRKCR,HTRKFCR,HTRKMCR,HTRKFAT,HTRKMAJ,HTRKINJ,HTRKFI,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,YEAR,COUNTY,COUNTYNAME,POP2010
168,16310,16181,316,3,13,35,50,215,1064748,127,3,16,45,63,3,9,2,0,2,0,10,12,9,2,0,2,0,10,12,4,0,1,0,1,5,5,2,0,1,0,1,1,1,3,0,0,0,0,3,3,1,0,0,0,0,1,1,1,0,0,0,0,1,1,16,0,2,0,3,15,15,10,0,2,0,3,8,8,27,22,27,15,26,24,16,24,26,30,49,30,13,3,6,27,31,28,33,41,48,29,32,19,2002,51,Jefferson,0
169,15731,15305,162,1,5,16,20,120,1010022,54,1,5,23,25,1,11,0,1,0,1,13,13,5,0,1,0,1,4,4,2,1,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,2,0,0,0,0,2,2,18,0,0,0,0,18,18,16,0,0,0,0,16,16,17,12,17,9,12,11,16,15,12,13,14,14,5,3,5,13,16,18,10,26,19,13,20,12,2002,12,Butler,0
170,17058,16900,368,4,10,36,46,272,1311476,135,4,12,53,70,0,15,1,1,1,1,22,23,14,1,1,1,1,20,21,3,0,0,0,0,4,4,2,0,0,0,0,2,2,4,2,0,2,0,5,7,1,0,0,0,0,1,1,4,0,0,0,0,4,4,29,2,1,2,1,32,34,26,2,1,2,1,29,31,37,19,26,30,29,39,26,14,27,27,41,53,14,11,15,30,25,30,37,46,39,46,46,25,2002,34,Floyd,0
171,35696,36051,738,3,23,92,156,464,2854461,385,3,27,120,229,9,38,1,2,1,2,47,48,31,1,2,1,2,37,38,10,0,1,0,2,11,11,9,0,3,0,3,7,7,12,0,1,0,1,11,11,0,0,0,0,0,0,0,3,0,0,0,0,3,3,42,1,3,1,3,44,45,33,0,3,0,3,34,34,67,51,62,57,74,56,56,54,60,55,81,65,28,10,34,49,55,80,82,115,98,78,57,39,2002,90,Wapello,0
172,7676,7809,173,5,5,11,13,139,579562,36,5,6,13,16,1,9,2,2,2,2,7,9,5,2,1,2,1,4,6,5,2,0,2,0,5,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,1,2,12,13,9,0,0,0,0,9,9,23,13,10,13,12,8,15,14,10,14,18,23,8,6,11,24,6,12,10,13,19,36,15,8,2002,89,Van Buren,0
173,17419,18103,357,2,13,39,31,272,1731428,133,4,24,57,51,1,25,1,3,3,6,36,39,19,0,2,0,2,25,25,1,1,0,3,3,4,7,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,3,1,3,19,20,16,1,3,1,3,15,16,37,21,24,20,32,18,16,17,40,37,46,49,17,16,12,36,21,33,27,35,34,61,24,37,2002,86,Tama,0
186,19094,18812,319,4,11,59,35,210,1447411,153,4,17,82,49,5,20,2,2,2,4,30,32,16,1,1,1,1,21,22,5,1,1,1,2,5,6,4,0,0,0,0,4,4,2,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,22,1,1,1,1,23,24,20,1,1,1,1,20,21,35,22,26,20,28,34,28,25,21,26,30,24,15,6,11,26,33,30,30,34,35,40,35,21,2002,42,Hardin,0
187,21843,22008,385,1,10,37,42,295,1636539,129,1,10,57,61,1,11,0,1,0,1,15,15,9,0,0,0,0,10,10,5,0,0,0,0,6,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,16,0,0,0,0,18,18,12,0,0,0,0,14,14,34,25,28,28,35,41,26,23,27,29,44,45,18,8,19,33,33,32,32,40,56,46,30,30,2002,33,Fayette,0
188,9809,9932,171,1,4,11,12,143,542547,61,1,5,15,39,2,4,1,1,1,1,5,6,3,1,1,1,1,4,5,3,0,2,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,25,25,0,0,0,0,0,0,0,7,0,0,0,0,7,7,5,0,0,0,0,5,5,17,10,15,20,19,12,14,8,7,16,15,18,9,7,9,7,19,10,21,16,16,24,21,9,2002,45,Howard,0
189,22813,23325,411,8,11,51,39,302,1672383,151,11,15,75,54,7,14,1,0,1,1,16,17,14,1,0,1,1,16,17,3,0,0,0,0,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,1,4,1,32,36,18,1,0,2,0,20,22,32,31,30,25,28,41,38,30,28,39,45,44,21,9,14,33,26,33,45,38,61,55,49,24,2002,9,Bremer,0
190,20844,21093,379,5,9,35,52,278,1570670,154,5,16,50,81,7,16,3,2,3,2,16,19,12,3,1,3,1,11,14,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,26,3,1,3,4,26,29,19,3,0,3,3,20,23,41,23,33,31,37,34,24,23,23,34,41,35,17,13,12,25,26,34,30,54,54,33,46,34,2002,10,Buchanan,0
219,4866,4482,82,0,4,7,8,63,352876,32,0,5,16,7,4,4,0,2,0,3,5,5,2,0,2,0,3,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,2,0,0,0,0,2,2,7,6,4,6,7,9,6,7,10,11,2,7,2,2,2,5,4,7,12,10,8,14,11,5,2003,2,Adams,0
220,12076,11771,235,1,9,16,23,186,842391,62,1,11,22,28,1,8,0,0,0,0,8,8,5,0,0,0,0,5,5,3,1,0,1,1,4,5,2,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,13,7,0,0,0,0,8,8,25,16,12,12,12,21,15,20,27,23,29,23,4,4,12,16,18,18,23,35,33,33,18,19,2003,69,Montgomery,0
221,8409,8243,195,6,4,29,31,125,1925035,88,17,7,42,36,3,4,1,0,1,0,4,5,3,1,0,1,0,3,4,2,0,0,0,0,2,2,1,1,0,1,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,9,0,10,19,30,3,0,11,0,43,54,25,3,0,11,0,38,49,19,15,12,9,15,20,13,7,12,21,25,27,5,8,9,15,7,12,23,19,30,29,23,14,2003,1,Adair,0
222,15128,14684,290,2,14,21,40,213,1680484,96,2,19,24,49,4,11,0,0,0,0,11,11,9,0,0,0,0,9,9,9,1,2,1,2,7,8,1,0,1,0,1,0,0,2,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,36,0,2,0,2,36,36,27,0,1,0,1,28,28,20,31,19,22,28,20,23,15,25,26,27,34,7,12,12,21,33,30,30,37,32,30,25,20,2003,15,Cass,0
223,8287,9133,239,3,5,31,45,155,1168793,132,3,8,44,47,33,7,1,0,1,0,7,8,4,0,0,0,0,4,4,5,0,1,0,1,4,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,1,1,1,32,33,22,1,1,1,1,26,27,19,15,16,14,20,28,19,18,16,23,30,21,13,8,14,29,21,16,21,28,35,21,18,15,2003,20,Clarke,0
224,12750,12309,196,4,8,20,37,127,1016795,94,5,10,23,58,3,14,2,1,2,3,15,17,12,2,1,2,3,12,14,3,0,2,0,2,2,2,2,0,0,0,0,2,2,3,0,0,0,0,4,4,4,0,2,0,2,3,3,0,0,0,0,0,0,0,14,2,1,3,2,17,20,9,2,0,3,1,13,16,12,18,15,10,13,10,11,27,22,19,17,22,7,6,5,20,21,23,24,32,28,17,6,6,2003,88,Union,0
225,8338,8689,127,2,3,15,15,92,521830,52,4,6,22,24,0,6,1,0,3,1,8,11,4,0,0,0,0,4,4,2,0,1,0,1,1,1,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,10,0,0,0,0,10,10,19,13,5,7,12,7,9,13,8,9,9,16,7,4,4,13,13,9,9,7,11,22,17,5,2003,27,Decatur,0
226,5420,5469,146,0,4,3,6,133,518079,23,0,4,5,13,1,1,0,0,0,0,4,4,1,0,0,0,0,4,4,2,0,0,0,0,2,2,1,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,0,0,0,0,4,4,17,15,8,9,10,6,11,13,11,16,16,14,4,4,4,21,13,9,4,12,18,19,22,15,2003,80,Ringgold,0
227,12483,14019,232,1,9,24,32,166,1066162,87,1,11,34,40,2,6,0,0,0,0,6,6,3,0,0,0,0,3,3,4,0,1,0,1,4,4,4,0,1,0,1,4,4,1,0,0,0,0,1,1,3,0,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,13,13,7,0,0,0,0,9,9,20,29,19,10,17,16,14,19,16,25,19,28,9,6,6,17,21,21,25,30,34,29,19,13,2003,61,Madison,0
228,98276,103877,2191,7,48,198,500,1438,8944711,1036,10,58,263,658,57,97,3,2,3,3,116,119,84,3,1,3,1,102,105,27,1,5,1,5,26,27,34,0,4,0,4,31,31,32,0,5,0,5,28,28,4,0,0,0,0,4,4,8,0,0,0,0,10,10,134,0,2,0,2,153,153,92,0,1,0,1,97,97,196,171,151,178,170,177,182,186,187,178,205,210,99,44,56,182,202,223,289,328,327,207,129,100,2003,97,Woodbury,0
229,29755,40750,611,6,22,65,81,437,3097969,231,6,22,92,104,13,38,1,2,1,2,41,42,33,1,2,1,2,36,37,8,0,3,0,3,5,5,2,1,1,1,1,2,3,5,0,1,0,1,5,5,2,0,0,0,0,2,2,3,1,0,1,0,3,4,55,1,1,1,1,57,58,35,1,1,1,1,37,38,62,62,41,46,50,54,46,45,29,50,43,83,18,20,25,60,69,45,47,74,100,58,47,40,2003,25,Dallas,0
191,123798,128012,2709,12,51,207,383,2056,11827723,857,13,58,246,476,77,127,6,5,6,7,138,144,104,4,2,4,2,114,118,28,0,6,0,6,26,26,20,0,4,0,4,18,18,26,0,2,0,2,25,25,8,1,0,1,0,8,9,2,0,0,0,0,2,2,124,2,2,2,2,131,133,89,2,2,2,2,92,94,221,234,230,232,211,234,169,193,227,277,232,249,117,80,55,204,277,248,285,466,419,221,173,150,2002,7,Black Hawk,0
192,18035,18404,379,2,11,39,38,289,1744357,124,2,13,52,55,4,15,0,1,0,1,16,16,12,0,0,0,0,14,14,4,2,2,2,2,3,5,2,0,0,0,0,2,2,1,0,0,0,0,1,1,2,0,0,0,0,2,2,1,0,0,0,0,4,4,19,0,1,0,1,21,21,10,0,0,0,0,12,12,19,26,26,24,36,38,34,29,25,27,45,50,16,9,13,30,21,29,34,47,47,61,40,27,2002,28,Delaware,0
193,12029,12369,213,2,9,30,28,144,979889,92,2,11,40,37,4,12,0,2,0,2,13,13,10,0,2,0,2,11,11,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,1,0,1,15,15,11,0,1,0,1,12,12,15,13,13,20,19,11,21,12,22,21,28,18,12,4,10,17,20,18,17,20,27,36,23,7,2002,38,Grundy,0
194,7991,7909,137,4,10,14,17,92,563578,57,4,11,18,27,1,9,2,3,2,3,6,8,8,2,3,2,3,5,7,3,1,0,1,0,4,5,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,10,2,1,2,2,16,18,10,2,1,2,2,16,18,8,11,14,17,13,9,6,10,7,14,12,16,7,5,5,18,6,7,11,13,12,20,18,13,2002,98,Worth,0
195,10928,10874,116,1,8,19,17,71,512668,59,1,10,20,25,4,6,1,1,1,1,5,6,5,1,1,1,1,4,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,7,0,1,0,2,9,9,4,0,1,0,2,6,6,16,6,8,5,13,13,8,9,7,6,9,16,7,4,6,10,11,8,15,11,16,13,7,8,2002,66,Mitchell,0
196,13855,14675,231,3,10,31,31,156,1000781,98,3,11,40,46,1,22,1,2,1,2,25,26,20,1,2,1,2,23,24,6,2,1,2,1,5,7,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,17,0,1,0,2,17,17,15,0,1,0,2,15,15,24,20,21,19,17,16,17,18,16,26,19,18,13,10,12,19,28,13,19,18,40,20,17,19,2002,3,Allamakee,0
197,20847,21310,507,4,16,59,62,366,1851436,194,4,22,82,74,16,26,1,4,1,5,27,28,23,1,4,1,5,24,25,6,1,2,1,3,4,5,2,0,0,0,0,2,2,2,0,1,0,1,1,1,2,0,0,0,0,2,2,1,0,0,0,0,1,1,27,1,2,1,3,29,30,20,1,2,1,3,22,23,49,37,50,31,48,39,35,29,41,47,52,49,27,23,22,54,42,37,35,48,71,68,43,35,2002,96,Winneshiek,0
198,13295,13095,207,3,10,16,26,152,953663,77,4,13,29,34,1,11,0,2,0,2,10,10,7,0,1,0,1,7,7,4,0,2,0,4,3,3,1,0,1,0,1,0,0,2,0,1,0,1,1,1,1,0,0,0,0,1,1,2,0,0,0,0,2,2,29,0,3,0,5,32,32,23,0,1,0,1,25,25,11,17,10,21,16,12,22,18,18,17,21,24,7,5,4,19,11,24,19,20,34,28,21,12,2002,19,Chickasaw,0
199,16870,16976,284,2,8,30,37,207,1119582,108,3,10,41,45,12,7,1,3,1,3,5,6,7,1,3,1,3,5,6,4,0,0,0,0,5,5,2,0,1,0,1,2,2,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,3,0,4,14,14,7,0,2,0,2,6,6,24,21,18,17,23,18,25,20,28,32,37,21,16,7,10,26,13,30,28,41,32,38,28,15,2003,73,Page,0
200,150973,158668,3785,10,116,488,752,2419,16452483,2041,12,135,683,1176,47,182,7,18,9,21,210,219,161,5,14,7,16,193,200,58,1,17,2,17,52,54,43,1,8,1,8,39,40,35,0,5,0,5,33,33,12,0,0,0,0,14,14,16,0,0,0,0,22,22,258,0,9,0,10,263,263,157,0,5,0,5,157,157,315,272,318,353,311,337,313,331,272,340,305,318,155,112,87,245,302,367,476,641,617,320,253,177,2003,82,Scott,0
201,39907,41722,634,11,31,97,107,388,3501779,358,13,46,133,171,8,43,5,7,6,10,49,55,35,5,5,6,7,40,46,12,0,3,0,4,10,10,6,0,2,0,2,4,4,3,0,0,0,0,3,3,1,0,0,0,0,1,1,3,0,0,0,0,3,3,49,2,2,2,2,58,60,40,2,1,2,1,49,51,54,36,35,54,68,47,50,52,43,51,65,79,14,16,32,60,45,51,75,86,93,55,53,41,2003,70,Muscatine,0
202,38687,38052,550,4,19,58,93,376,2099835,244,4,22,73,148,1,30,1,1,1,1,30,31,27,1,1,1,1,27,28,9,0,4,0,4,5,5,2,0,1,0,1,1,1,4,0,0,0,0,4,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,50,1,4,1,5,48,49,41,1,3,1,3,40,41,49,41,34,38,55,59,44,45,48,38,41,58,25,16,11,32,49,57,61,84,77,42,53,38,2003,56,Lee,0
203,11592,12183,208,2,5,24,28,149,879790,87,2,5,31,46,5,11,0,1,0,1,12,12,11,0,1,0,1,12,12,4,0,0,0,0,4,4,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,6,7,3,1,0,1,0,4,5,23,16,17,9,12,12,19,11,19,18,29,23,9,8,13,18,24,16,14,14,24,22,25,20,2003,58,Louisa,0
207,8226,8010,213,5,8,21,22,157,1310041,78,6,12,31,35,0,8,0,2,0,3,7,7,7,0,1,0,1,6,6,4,1,1,1,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,1,3,1,31,34,25,2,1,3,1,30,33,15,23,18,23,16,12,20,16,9,15,21,25,12,9,7,16,22,11,25,19,29,30,19,10,2003,36,Fremont,0
208,82628,87704,1855,15,58,223,335,1224,8478975,923,19,72,332,477,42,67,2,12,2,13,74,76,53,2,10,2,11,59,61,37,1,8,1,8,32,33,19,1,3,1,3,16,17,15,0,1,0,1,15,15,5,0,0,0,0,5,5,5,0,0,0,0,5,5,173,2,5,2,7,186,188,142,2,4,2,6,154,156,147,154,139,155,152,150,147,157,148,165,148,193,79,61,48,107,159,163,197,280,311,193,128,105,2003,78,Pottawattamie,0
209,14730,15666,353,4,12,39,57,241,1968695,156,5,13,55,84,4,19,3,3,3,4,24,27,15,3,1,3,2,22,25,5,0,2,0,2,5,5,2,0,1,0,1,1,1,2,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,2,2,2,33,35,21,0,2,0,2,23,23,33,30,21,26,32,28,26,29,23,31,40,34,19,11,12,34,37,20,35,41,46,41,36,20,2003,43,Harrison,0
204,96119,111006,2536,11,57,189,387,1892,11236890,871,11,69,248,531,23,129,4,16,4,22,140,144,114,3,11,3,16,123,126,43,1,8,1,8,38,39,25,1,5,1,5,22,23,26,0,2,0,2,24,24,4,0,0,0,0,7,7,18,0,0,0,0,18,18,150,1,3,1,4,167,168,103,1,0,1,1,108,109,189,206,173,222,195,186,180,216,209,237,269,254,70,44,55,198,227,200,331,387,456,253,177,118,2003,52,Johnson,0
205,19612,20670,367,1,16,29,54,267,1663535,152,1,21,47,80,4,10,1,2,1,2,9,10,10,1,2,1,2,9,10,4,1,0,1,0,4,5,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,3,0,1,0,1,2,2,20,0,1,0,1,21,21,15,0,1,0,1,15,15,39,28,24,22,31,29,34,17,22,36,42,43,3,11,15,39,34,37,32,44,60,46,27,17,2003,92,Washington,0
206,13202,14547,350,3,13,32,72,230,1443785,175,3,15,45,75,40,17,1,2,1,2,19,20,15,1,2,1,2,17,18,8,0,1,0,1,9,9,1,1,0,1,0,2,3,1,0,0,0,0,1,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,12,0,0,0,0,12,12,9,0,0,0,0,9,9,38,31,20,35,21,23,29,25,23,33,37,35,16,13,22,30,26,22,26,43,41,37,41,29,2003,65,Mills,0
210,29903,31589,388,8,22,55,50,253,1968834,178,8,28,74,75,1,22,5,3,5,4,21,26,18,3,3,3,4,16,19,4,0,2,0,3,3,3,1,0,0,0,0,1,1,3,0,1,0,1,2,2,3,0,0,0,0,3,3,1,0,0,0,0,1,1,31,2,3,2,4,32,34,22,1,3,1,3,22,23,37,30,28,34,47,29,32,29,23,32,39,28,13,7,9,29,48,28,37,45,66,41,33,32,2003,84,Sioux,0
211,11952,11763,183,2,2,23,29,127,914216,82,3,4,33,44,1,9,0,0,0,0,10,10,5,0,0,0,0,5,5,0,0,0,0,0,0,0,3,0,0,0,0,3,3,1,0,0,0,0,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,6,1,0,2,0,8,10,5,1,0,2,0,7,9,19,7,8,12,21,13,10,11,7,18,26,31,5,2,9,16,21,16,13,19,21,25,12,17,2003,60,Lyon,0
212,23388,24849,408,3,18,49,68,270,2232712,187,4,20,69,91,7,16,1,1,1,1,19,20,12,1,1,1,1,15,16,4,0,1,0,2,3,3,4,0,1,0,1,3,3,1,0,0,0,0,1,1,2,0,0,0,0,3,3,0,0,0,0,0,0,0,40,2,1,3,1,42,45,29,2,0,3,0,32,35,58,32,28,39,33,17,34,34,27,23,27,56,9,9,5,26,51,27,64,47,70,38,38,23,2003,75,Plymouth,0
213,36033,40671,783,6,22,43,84,628,4278471,227,8,29,78,99,21,34,2,3,3,6,47,50,23,0,1,0,1,32,32,8,0,3,0,4,5,5,3,0,2,0,2,5,5,0,0,0,0,0,0,0,5,0,0,0,0,6,6,0,0,0,0,0,0,0,37,1,2,1,3,37,38,23,1,2,1,3,22,23,65,78,52,52,72,62,45,55,68,65,100,69,27,20,24,75,44,73,70,96,120,99,65,68,2003,91,Warren,0
214,327140,374601,10200,29,240,860,2002,7069,46798346,4342,35,269,1166,2628,279,374,10,30,14,34,444,458,292,9,16,11,19,356,367,129,7,23,8,24,124,132,89,2,15,2,15,78,80,70,0,5,0,5,68,68,21,0,0,0,0,22,22,35,0,1,0,1,42,42,551,2,18,3,19,560,563,362,2,12,3,13,368,371,887,973,786,850,852,869,757,852,807,869,793,905,340,260,134,905,834,893,1260,1538,1797,954,684,477,2003,77,Polk,0
215,7334,6830,94,0,6,12,24,52,590393,63,0,7,24,32,0,5,0,0,0,0,5,5,4,0,0,0,0,4,4,2,0,0,0,0,2,2,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,6,0,0,0,0,6,6,4,0,0,0,0,4,4,6,6,3,8,1,13,10,9,8,7,13,10,3,3,4,7,8,11,13,10,16,8,5,3,2003,5,Audubon,0
216,10935,11353,134,2,10,8,24,90,785805,62,2,12,15,34,1,14,1,1,1,1,13,14,12,1,1,1,1,11,12,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,11,12,4,0,0,0,0,4,4,7,11,13,9,10,11,13,11,12,19,6,12,4,8,1,6,13,16,11,25,10,10,14,14,2003,39,Guthrie,0
217,10034,10020,235,4,8,26,41,156,1007957,94,5,9,29,53,3,9,2,1,3,1,9,12,6,1,0,2,0,7,9,12,1,3,2,3,10,12,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,17,18,13,1,0,1,0,13,14,19,12,18,15,23,25,22,29,19,18,18,17,12,7,10,16,18,28,18,18,26,32,25,21,2003,67,Monona,0
218,7114,6958,111,0,4,10,8,89,413153,30,0,6,14,10,0,4,0,0,0,0,6,6,4,0,0,0,0,6,6,3,0,3,0,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,1,1,1,0,0,0,0,1,1,4,0,0,0,0,4,4,4,0,0,0,0,4,4,6,6,10,7,9,7,11,7,12,11,10,15,5,2,5,8,3,2,6,17,14,23,16,7,2003,87,Taylor,0
256,12122,11723,64,2,4,10,16,32,310020,46,3,5,13,17,11,6,1,1,2,1,7,9,5,1,1,2,1,6,8,2,0,1,0,1,3,3,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,2,2,9,3,2,4,2,4,6,6,13,5,4,6,1,3,3,0,10,4,7,19,10,3,4,0,2003,95,Winnebago,0
257,18591,17163,190,4,9,25,44,108,1168518,109,5,10,38,55,6,15,2,3,3,3,15,18,12,1,2,1,2,12,13,6,0,1,0,1,6,6,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,15,2,0,3,0,19,22,12,1,0,1,0,13,14,11,13,13,11,19,10,15,14,23,11,20,30,4,5,5,14,19,28,25,21,27,15,11,15,2003,55,Kossuth,0
258,9070,9422,155,2,2,13,23,115,622743,59,2,5,16,33,5,5,0,0,0,0,6,6,4,0,0,0,0,5,5,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,1,1,1,0,0,0,0,1,1,8,0,0,0,0,8,8,6,0,0,0,0,6,6,10,13,8,7,15,15,13,8,8,17,20,21,7,8,7,15,11,17,9,12,19,23,19,8,2003,59,Lucas,0
259,7067,6730,51,2,6,6,8,29,337347,41,3,6,17,16,2,3,1,1,1,1,3,4,3,1,1,1,1,3,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,9,6,0,0,0,0,6,6,10,0,5,2,3,3,5,4,5,5,5,4,2,0,4,7,6,4,8,5,9,2,2,1,2003,93,Wayne,0
260,17444,18187,400,4,11,19,59,307,2240718,130,5,13,35,76,6,22,3,1,4,1,26,30,10,1,0,1,0,10,11,3,1,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,4,2,5,70,72,51,1,4,2,5,57,59,42,40,25,25,31,43,22,30,25,32,37,48,26,8,28,27,24,37,33,44,50,50,38,34,2003,16,Cedar,0
261,19226,20336,412,5,13,38,35,321,1733380,144,5,18,60,63,3,11,1,1,1,1,16,17,11,1,1,1,1,16,17,2,0,1,0,1,1,1,3,0,2,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,28,2,2,2,2,33,35,24,1,1,1,1,26,27,38,24,25,22,22,28,26,29,32,47,68,51,16,13,18,31,23,29,37,43,63,51,51,36,2003,44,Henry,0
262,14630,15671,455,5,23,45,33,349,2234548,156,5,27,69,57,3,23,3,3,3,6,29,32,19,2,2,2,3,24,26,5,2,1,2,1,4,6,2,0,2,0,2,0,0,2,0,1,0,1,1,1,4,0,1,0,1,3,3,1,0,0,0,0,1,1,43,1,4,1,6,50,51,37,1,3,1,5,45,46,41,35,43,24,27,40,34,34,34,35,47,61,19,20,21,30,28,22,33,62,59,61,58,40,2003,48,Iowa,0
263,19033,18815,325,2,17,38,43,225,1855704,149,2,21,56,71,1,14,0,5,0,6,12,12,13,0,5,0,6,11,11,4,0,2,0,2,2,2,1,0,0,0,0,1,1,3,1,1,1,1,2,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,50,0,3,0,3,56,56,41,0,3,0,3,45,45,31,28,27,23,23,21,28,22,25,36,25,36,15,8,8,34,35,25,38,49,38,30,26,17,2003,79,Poweshiek,0
264,11624,11400,105,6,4,17,12,66,595774,52,7,5,27,20,0,5,3,0,3,0,8,11,1,1,0,1,0,1,2,2,1,0,1,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,1,8,8,8,0,1,0,1,7,7,8,4,3,6,10,8,8,12,8,16,8,14,2,4,5,14,8,5,5,17,18,16,6,4,2003,54,Keokuk,0
